CAS	Name	A	B	C	Tmin	Tmax
886-65-7	1,4-Diphenyl-1,3-butadiene	29.15533244749061	10465.24924765794	0.0	362.0	419.0
959-02-4	5,12-Dihydronaphthacene	33.313432711822976	13944.908932435263	-0.076	335.0	408.0
992-04-1	Hexaphenyl benzene	37.25812938973665	19687.102545099093	0.0	1.0	698.0
1012-72-2	1,4-tert-Dibutylbenzene	41.149498196896594	10007.034814152123	0.0	285.0	325.0
1014-70-6	2-Methylthio-4,6-bis(ethylamino)-1,3,5-triazine	32.32576186203411	12187.582897217484	0.0	323.0	403.0
1055-23-8	9,9'-Bianthracene	31.18851508460435	15378.965836107232	0.0	413.0	473.0
1072-72-6	8OS Tetrahydro-4H-thiopyran-4-one	32.36283348203131	8625.714016864995	0.0	1.0	337.0
1087-49-6	1,6-Diphenylhexane	34.29341292740124	13135.67691442797	38.063	293.0	373.0
1112-03-4	Difluoro(trichloro-methyl)phosphine	24.56374751355118	4420.9633785485685	0.0	264.0	283.0
1271-19-8	Bis(eta-cyclopentadienyl)-titanium chloride	35.333168251993634	14966.803104461298	0.0	418.0	533.0
1291-32-3	Bis(eta-cyclopentadienyl)-zirconium chloride	30.822404054818296	12067.848472381795	0.0	393.0	457.0
1460-02-2	1,3,5-Tri-tert-butylbenzene	31.46137141812415	9594.87208250619	0.0	273.0	346.0
1495-50-7	Cyanogen fluoride	27.45349180525871	3472.298320235021	0.0	147.0	191.0
1498-69-7	9-Butylanthracene	37.57084347121618	13262.758888295404	0.0	293.0	313.0
1499-10-1	9,10-Diphenylanthracene	46.16586402879156	24523.834503549224	81.903	395.0	505.0
1520-44-1	(+,-)-1,3-Diphenylbutane	28.004983960881713	8838.56958803155	0.0	288.0	303.0
1540-80-3	1,8-Cyclotetradecadiyne	22.891840477528206	2069.7960426774407	-220.016	317.0	333.0
1610-24-8	Tricyclohexylmethane	41.78505773426481	14053.494240250675	0.0	301.0	321.0
1633-22-3	[2.2]-Paracyclophane	29.859923485946787	11165.235115928128	0.0	343.0	383.0
1748-15-8	Trithiacarbonic acid, cyclic trimethylene ester	32.2710754660755	11523.289400473795	13.042	321.0	348.0
1755-19-7	trans-cisoid-trans-Perhydroanthracene	23.096240956233284	4741.483223493339	-95.65	291.0	358.0
1897-45-6	2,4,5,6-Tetrachloro-1,3-benzenedicarbonitrile, chlorothalonil	30.358663417089296	10310.81486547083	-42.803	363.0	418.0
1912-24-9	2-Chloro-4-ethylamino-6-isopropylamino-s-triazine	36.590149454259084	13688.868377849603	0.0	323.0	403.0
2050-68-2	4,4'-Dichlorobiphenyl	31.459022781329292	12634.947549765111	0.0	339.0	360.0
2051-24-3	Decachlorobiphenyl	31.757483861083177	14448.719155952545	0.0	323.0	363.0
2051-62-9	4-Chlorobiphenyl	35.22549937304523	11069.972565460777	0.0	277.0	346.0
2136-99-4	2,2',3,3',5,5',6,6'-Octachlorobiphenyl	30.33015741363803	12159.571949561212	0.0	302.0	335.0
2319-97-3	[2.2]-Metacyclophane	33.51412602852834	11031.685180534474	0.0	308.0	332.0
2440-42-8	Ethylmercuriiodide	30.571422279681943	9585.661742134213	0.0	286.0	303.0
2551-62-4	Sulfur hexafluoride	24.271319206740937	2524.7845544679712	-11.15	162.0	220.0
2696-92-6	Nitrosyl chloride	24.558681826346596	3217.40215044058	-12.15	202.0	215.0
2809-69-0	2,4-Hexadiyne	28.719430063535906	6238.216493396608	-17.619	273.0	338.0
2819-41-2	1,1,6,6-Tetraphenylhexane	29.257106708600947	12553.947211363768	-10.108	511.0	579.0
2913-24-8	[3.3]-Paracyclophane	34.25095325828643	11763.90724010658	0.0	321.0	343.0
3119-88-8	2'-Fluoro-2-hydroxy-4-methoxybenzo-phenone	36.776889105300896	13152.36605118199	0.0	307.0	318.0
3229-00-3	1,3-Dibromo-2,2-bis(bromomethyl)-propane	34.542828944674355	13500.661980103549	63.811	384.0	435.0
3385-78-2	Trimethylindium	29.116188500909708	6939.991470284054	0.0	323.0	361.0
3697-27-6	5,6-Dimethylchrysene	27.145267764710525	8704.625910586994	-88.607	380.0	394.0
4384-23-0	6,6-Paracyclophan	34.41213421479601	13080.985913299175	0.0	352.0	371.0
4430-29-9	Isoviolanthrene	39.08638195357393	26364.599314781826	0.0	570.0	720.0
5385-36-4	[2.2]-Metaparacyclophane	32.24770422738162	10416.894960705064	0.0	310.0	328.0
5462-29-3	MDW, C.I. Vat Violet 2, Mikethren Red Violet RH	20.872933867991026	11183.42553816278	0.0	519.0	634.0
